key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
5419;vanilla;3145;41;56;applications\dashboard\controllers\class.usercontroller.php;490;590;ExcessiveMethodLength;Code Size Rules;Dashboard;UserController;;3;The method Edit() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Edit() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5420;vanilla;3189;41;56;applications\dashboard\models\class.activitymodel.php;1106;1280;ExcessiveMethodLength;Code Size Rules;Dashboard;ActivityModel;;3;The method Save() has 175 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5421;vanilla;3239;41;0;applications\dashboard\models\class.logmodel.php;252;398;ExcessiveMethodLength;Code Size Rules;#NAME?;LogModel;;3;The method Insert() has 147 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Insert() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5422;vanilla;3245;41;59;applications\dashboard\models\class.logmodel.php;511;639;ExcessiveMethodLength;Code Size Rules;#NAME?;LogModel;;3;The method _RestoreOne() has 129 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _RestoreOne() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.5;2014-04-28;2017-12-23;1335;1
5423;vanilla;3326;41;56;applications\dashboard\modules\class.headmodule.php;302;438;ExcessiveMethodLength;Code Size Rules;#NAME?;HeadModule;;3;The method ToString() has 137 lines of code. Current threshold is set to 100. Avoid really long methods.;The method ToString() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5424;vanilla;3340;41;0;applications\dashboard\settings\class.hooks.php;20;130;ExcessiveMethodLength;Code Size Rules;#NAME?;DashboardHooks;;3;The method Base_Render_Before() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Base_Render_Before() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5425;vanilla;3345;41;0;applications\dashboard\views\activity\helper_functions.php;3;140;ExcessiveMethodLength;Code Size Rules;#NAME?;;WriteActivity;3;The function WriteActivity() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The function WriteActivity() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5426;vanilla;3364;41;56;applications\vanilla\controllers\class.categoriescontroller.php;73;228;ExcessiveMethodLength;Code Size Rules;Vanilla;CategoriesController;;3;The method Index() has 156 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5427;vanilla;3453;41;56;applications\vanilla\models\class.commentmodel.php;425;537;ExcessiveMethodLength;Code Size Rules;Vanilla;CommentModel;;3;The method SetWatch() has 113 lines of code. Current threshold is set to 100. Avoid really long methods.;The method SetWatch() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5428;vanilla;3523;41;56;applications\vanilla\settings\class.hooks.php;42;148;ExcessiveMethodLength;Code Size Rules;Vanilla;VanillaHooks;;3;The method DeleteUserData() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method DeleteUserData() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5429;vanilla;3541;41;0;applications\vanilla\views\discussion\helper_functions.php;55;154;ExcessiveMethodLength;Code Size Rules;#NAME?;;WriteComment;3;The function WriteComment() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The function WriteComment() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5430;vanilla;3567;41;0;applications\vanilla\views\discussions\helper_functions.php;91;197;ExcessiveMethodLength;Code Size Rules;#NAME?;;WriteDiscussion;3;The function WriteDiscussion() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The function WriteDiscussion() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5431;vanilla;3573;41;0;applications\vanilla\views\discussions\table_functions.php;24;141;ExcessiveMethodLength;Code Size Rules;#NAME?;;WriteDiscussionRow;3;The function WriteDiscussionRow() has 118 lines of code. Current threshold is set to 100. Avoid really long methods.;The function WriteDiscussionRow() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;;2014-04-28;2019-10-28;2009;0
5432;vanilla;3631;41;65;library\core\class.configuration.php;1106;1224;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_ConfigurationSource;;3;The method Save() has 119 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.8;2014-04-28;2019-02-07;1746;1
5433;vanilla;3660;41;56;library\core\class.form.php;1741;1840;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_Form;;3;The method FormValues() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method FormValues() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5434;vanilla;3734;41;56;library\core\class.proxyrequest.php;184;478;ExcessiveMethodLength;Code Size Rules;Garden;ProxyRequest;;3;The method Request() has 295 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Request() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5435;vanilla;3739;41;56;library\core\class.request.php;337;461;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_Request;;3;The method _LoadEnvironment() has 125 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _LoadEnvironment() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5436;vanilla;3788;41;56;library\core\class.uploadimage.php;98;257;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_UploadImage;;3;The method SaveImageAs() has 160 lines of code. Current threshold is set to 100. Avoid really long methods.;The method SaveImageAs() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5437;vanilla;3875;41;56;library\database\class.database.php;221;331;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_Database;;3;The method Query() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method Query() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5438;vanilla;3880;41;56;library\database\class.mysqlstructure.php;155;260;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_MySQLStructure;;3;The method _Create() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _Create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5439;vanilla;3887;41;56;library\database\class.mysqlstructure.php;377;534;ExcessiveMethodLength;Code Size Rules;Garden;Gdn_MySQLStructure;;3;The method _Modify() has 158 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _Modify() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1;2.2;2014-04-28;2015-11-11;562;1
5440;vanilla;4001;45;56;applications\vanilla\models\class.discussionmodel.php;269;370;ExcessiveMethodLength;Code Size Rules;Vanilla;DiscussionModel;;3;The method GetWhere() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method GetWhere() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1.6;2.2;2014-11-21;2015-11-11;355;1
5441;vanilla;4020;55;56;library\core\functions.general.php;733;837;ExcessiveMethodLength;Code Size Rules;#NAME?;;FetchPageInfo;3;The function FetchPageInfo() has 105 lines of code. Current threshold is set to 100. Avoid really long methods.;The function FetchPageInfo() has  lines of code. Current threshold is set to . Avoid really long methods.;2.1.13p1;2.2;2015-11-02;2015-11-11;9;1
5442;vanilla;4025;56;0;applications\conversations\controllers\class.messagescontroller.php;286;412;ExcessiveMethodLength;Code Size Rules;#NAME?;MessagesController;;3;The method index() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5443;vanilla;4030;56;0;applications\conversations\models\class.conversationmessagemodel.php;171;351;ExcessiveMethodLength;Code Size Rules;#NAME?;ConversationMessageModel;;3;The method save() has 181 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5444;vanilla;4068;56;0;applications\dashboard\controllers\class.entrycontroller.php;859;959;ExcessiveMethodLength;Code Size Rules;#NAME?;EntryController;;3;The method signIn() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method signIn() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5445;vanilla;4098;56;0;applications\dashboard\controllers\class.profilecontroller.php;350;460;ExcessiveMethodLength;Code Size Rules;#NAME?;ProfileController;;3;The method edit() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method edit() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5446;vanilla;4103;56;0;applications\dashboard\controllers\class.profilecontroller.php;704;809;ExcessiveMethodLength;Code Size Rules;#NAME?;ProfileController;;3;The method picture() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method picture() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5447;vanilla;4107;56;0;applications\dashboard\controllers\class.profilecontroller.php;843;991;ExcessiveMethodLength;Code Size Rules;#NAME?;ProfileController;;3;The method preferences() has 149 lines of code. Current threshold is set to 100. Avoid really long methods.;The method preferences() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5448;vanilla;4111;56;59;applications\dashboard\controllers\class.profilecontroller.php;1111;1211;ExcessiveMethodLength;Code Size Rules;#NAME?;ProfileController;;3;The method thumbnail() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method thumbnail() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5449;vanilla;4129;56;59;applications\dashboard\controllers\class.settingscontroller.php;134;275;ExcessiveMethodLength;Code Size Rules;#NAME?;SettingsController;;3;The method banner() has 142 lines of code. Current threshold is set to 100. Avoid really long methods.;The method banner() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5450;vanilla;4156;56;0;applications\dashboard\controllers\class.usercontroller.php;582;726;ExcessiveMethodLength;Code Size Rules;#NAME?;UserController;;3;The method edit() has 145 lines of code. Current threshold is set to 100. Avoid really long methods.;The method edit() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5451;vanilla;4194;56;0;applications\dashboard\models\class.activitymodel.php;1270;1453;ExcessiveMethodLength;Code Size Rules;#NAME?;ActivityModel;;3;The method save() has 184 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5452;vanilla;4200;56;59;applications\dashboard\models\class.assetmodel.php;45;150;ExcessiveMethodLength;Code Size Rules;#NAME?;AssetModel;;3;The method serveCss() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method serveCss() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5453;vanilla;4296;56;0;applications\dashboard\models\class.usermodel.php;2493;2619;ExcessiveMethodLength;Code Size Rules;#NAME?;UserModel;;3;The method insertForInvite() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method insertForInvite() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5454;vanilla;4316;56;0;applications\dashboard\modules\class.headmodule.php;340;487;ExcessiveMethodLength;Code Size Rules;Dashboard;HeadModule;;3;The method toString() has 148 lines of code. Current threshold is set to 100. Avoid really long methods.;The method toString() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5455;vanilla;4319;56;0;applications\dashboard\modules\class.menumodule.php;147;255;ExcessiveMethodLength;Code Size Rules;Dashboard;MenuModule;;3;The method toString() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method toString() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5456;vanilla;4366;56;0;applications\vanilla\controllers\class.categoriescontroller.php;120;318;ExcessiveMethodLength;Code Size Rules;#NAME?;CategoriesController;;3;The method index() has 199 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5457;vanilla;4377;56;0;applications\vanilla\controllers\class.discussioncontroller.php;767;963;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionController;;3;The method embed() has 197 lines of code. Current threshold is set to 100. Avoid really long methods.;The method embed() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5458;vanilla;4382;56;0;applications\vanilla\controllers\class.discussionscontroller.php;53;179;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionsController;;3;The method index() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method index() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5459;vanilla;4399;56;0;applications\vanilla\controllers\class.moderationcontroller.php;347;475;ExcessiveMethodLength;Code Size Rules;#NAME?;ModerationController;;3;The method confirmDiscussionMoves() has 129 lines of code. Current threshold is set to 100. Avoid really long methods.;The method confirmDiscussionMoves() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5460;vanilla;4461;56;0;applications\vanilla\models\class.categorymodel.php;1639;1790;ExcessiveMethodLength;Code Size Rules;#NAME?;CategoryModel;;3;The method save() has 152 lines of code. Current threshold is set to 100. Avoid really long methods.;The method save() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5461;vanilla;4473;56;0;applications\vanilla\models\class.commentmodel.php;447;560;ExcessiveMethodLength;Code Size Rules;#NAME?;CommentModel;;3;The method setWatch() has 114 lines of code. Current threshold is set to 100. Avoid really long methods.;The method setWatch() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5462;vanilla;4488;56;0;applications\vanilla\models\class.discussionmodel.php;334;444;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionModel;;3;The method getWhere() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getWhere() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5463;vanilla;4495;56;0;applications\vanilla\models\class.discussionmodel.php;760;860;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionModel;;3;The method getAnnouncements() has 101 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getAnnouncements() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5464;vanilla;4498;56;0;applications\vanilla\models\class.discussionmodel.php;908;1007;ExcessiveMethodLength;Code Size Rules;#NAME?;DiscussionModel;;3;The method getByUser() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getByUser() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5465;vanilla;4534;56;0;applications\vanilla\settings\class.hooks.php;46;154;ExcessiveMethodLength;Code Size Rules;#NAME?;VanillaHooks;;3;The method deleteUserData() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method deleteUserData() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5466;vanilla;4535;56;0;applications\vanilla\settings\class.hooks.php;161;297;ExcessiveMethodLength;Code Size Rules;#NAME?;VanillaHooks;;3;The method permissionModel_DefaultPermissions_Handler() has 137 lines of code. Current threshold is set to 100. Avoid really long methods.;The method permissionModel_DefaultPermissions_Handler() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5467;vanilla;4601;56;0;library\core\class.controller.php;736;859;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method fetchViewLocation() has 124 lines of code. Current threshold is set to 100. Avoid really long methods.;The method fetchViewLocation() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5468;vanilla;4610;56;0;library\core\class.controller.php;1207;1327;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method xRender() has 121 lines of code. Current threshold is set to 100. Avoid really long methods.;The method xRender() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5469;vanilla;4613;56;0;library\core\class.controller.php;1363;1488;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method renderData() has 126 lines of code. Current threshold is set to 100. Avoid really long methods.;The method renderData() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5470;vanilla;4616;56;0;library\core\class.controller.php;1546;1649;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method renderException() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method renderException() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5471;vanilla;4619;56;0;library\core\class.controller.php;1654;1895;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method renderMaster() has 242 lines of code. Current threshold is set to 100. Avoid really long methods.;The method renderMaster() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5472;vanilla;4623;56;0;library\core\class.controller.php;2035;2164;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Controller;;3;The method getStatusMessage() has 130 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getStatusMessage() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5473;vanilla;4629;56;59;library\core\class.dispatcher.php;137;347;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Dispatcher;;3;The method dispatch() has 211 lines of code. Current threshold is set to 100. Avoid really long methods.;The method dispatch() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5474;vanilla;4633;56;59;library\core\class.dispatcher.php;435;572;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Dispatcher;;3;The method analyzeRequest() has 138 lines of code. Current threshold is set to 100. Avoid really long methods.;The method analyzeRequest() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5475;vanilla;4636;56;59;library\core\class.dispatcher.php;583;691;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Dispatcher;;3;The method findController() has 109 lines of code. Current threshold is set to 100. Avoid really long methods.;The method findController() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5476;vanilla;4646;56;0;library\core\class.emoji.php;98;276;ExcessiveMethodLength;Code Size Rules;#NAME?;Emoji;;3;The method __construct() has 179 lines of code. Current threshold is set to 100. Avoid really long methods.;The method __construct() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5477;vanilla;4672;56;0;library\core\class.form.php;279;390;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Form;;3;The method categoryDropDown() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method categoryDropDown() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5478;vanilla;4700;56;58;library\core\class.form.php;1962;2072;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Form;;3;The method formValues() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method formValues() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.3;2015-11-11;2016-11-18;373;1
5479;vanilla;4713;56;0;library\core\class.format.php;60;174;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Format;;3;The method activityHeadline() has 115 lines of code. Current threshold is set to 100. Avoid really long methods.;The method activityHeadline() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5480;vanilla;4722;56;75;library\core\class.format.php;730;836;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Format;;3;The method fuzzyTime() has 107 lines of code. Current threshold is set to 100. Avoid really long methods.;The method fuzzyTime() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;3.3;2015-11-11;2019-10-28;1447;1
5481;vanilla;4730;56;59;library\core\class.format.php;1160;1383;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Format;;3;The method linksCallback() has 224 lines of code. Current threshold is set to 100. Avoid really long methods.;The method linksCallback() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5482;vanilla;4770;56;59;library\core\class.passwordhash.php;89;191;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_PasswordHash;;3;The method checkPassword() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method checkPassword() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5483;vanilla;4785;56;0;library\core\class.proxyrequest.php;212;565;ExcessiveMethodLength;Code Size Rules;#NAME?;ProxyRequest;;3;The method request() has 354 lines of code. Current threshold is set to 100. Avoid really long methods.;The method request() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5484;vanilla;4794;56;0;library\core\class.regardingentity.php;316;449;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_RegardingEntity;;3;The method commit() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method commit() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5485;vanilla;4807;56;0;library\core\class.request.php;393;551;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Request;;3;The method _loadEnvironment() has 159 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _loadEnvironment() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5486;vanilla;4813;56;0;library\core\class.request.php;909;1019;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Request;;3;The method url() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The method url() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5487;vanilla;4835;56;58;library\core\class.smarty.php;26;127;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Smarty;;3;The method init() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method init() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.3;2015-11-11;2016-11-18;373;1
5488;vanilla;4846;56;0;library\core\class.statistics.php;585;718;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Statistics;;3;The method stats() has 134 lines of code. Current threshold is set to 100. Avoid really long methods.;The method stats() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5489;vanilla;4862;56;0;library\core\class.theme.php;197;377;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Theme;;3;The method link() has 181 lines of code. Current threshold is set to 100. Avoid really long methods.;The method link() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5490;vanilla;4881;56;0;library\core\class.validation.php;106;205;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_Validation;;3;The method applyRulesBySchema() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The method applyRulesBySchema() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5491;vanilla;4928;56;0;library\core\functions.general.php;1223;1457;ExcessiveMethodLength;Code Size Rules;Core;;_formatStringCallback;3;The function _formatStringCallback() has 235 lines of code. Current threshold is set to 100. Avoid really long methods.;The function _formatStringCallback() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5492;vanilla;4950;56;0;library\core\functions.general.php;2581;2724;ExcessiveMethodLength;Code Size Rules;Core;;proxyHead;3;The function proxyHead() has 144 lines of code. Current threshold is set to 100. Avoid really long methods.;The function proxyHead() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5493;vanilla;4953;56;0;library\core\functions.general.php;2738;2901;ExcessiveMethodLength;Code Size Rules;Core;;proxyRequest;3;The function proxyRequest() has 164 lines of code. Current threshold is set to 100. Avoid really long methods.;The function proxyRequest() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5494;vanilla;5018;56;0;library\database\class.dataset.php;315;468;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_DataSet;;3;The method join() has 154 lines of code. Current threshold is set to 100. Avoid really long methods.;The method join() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5495;vanilla;5029;56;0;library\database\class.mysqlstructure.php;181;293;ExcessiveMethodLength;Code Size Rules;#NAME?;Gdn_MySQLStructure;;3;The method _create() has 113 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5496;vanilla;5066;56;0;plugins\Flagging\class.flagging.plugin.php;222;366;ExcessiveMethodLength;Code Size Rules;Flagging;FlaggingPlugin;;3;The method discussionController_flag_create() has 145 lines of code. Current threshold is set to 100. Avoid really long methods.;The method discussionController_flag_create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5497;vanilla;5114;56;0;plugins\Quotes\class.quotes.plugin.php;385;511;ExcessiveMethodLength;Code Size Rules;#NAME?;QuotesPlugin;;3;The method formatQuote() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The method formatQuote() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5498;vanilla;5117;56;0;plugins\SplitMerge\class.splitmerge.plugin.php;131;248;ExcessiveMethodLength;Code Size Rules;#NAME?;SplitMergePlugin;;3;The method moderationController_mergeDiscussions_create() has 118 lines of code. Current threshold is set to 100. Avoid really long methods.;The method moderationController_mergeDiscussions_create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;;2015-11-11;2019-10-28;1447;0
5499;vanilla;5123;56;59;plugins\Tagging\class.tagging.plugin.php;124;245;ExcessiveMethodLength;Code Size Rules;#NAME?;TaggingPlugin;;3;The method discussionsController_Tagged_create() has 122 lines of code. Current threshold is set to 100. Avoid really long methods.;The method discussionsController_Tagged_create() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
5500;vanilla;5155;56;59;plugins\Tagging\class.tagmodel.php;328;439;ExcessiveMethodLength;Code Size Rules;Tagging;TagModel;;3;The method saveDiscussion() has 112 lines of code. Current threshold is set to 100. Avoid really long methods.;The method saveDiscussion() has  lines of code. Current threshold is set to . Avoid really long methods.;2.2;2.5;2015-11-11;2017-12-23;773;1
